epoch,train_loss_mean_sample
1,1.1882813391478166
2,0.5304000131461931
3,0.42053262695022253
4,0.37089824525342474
5,0.3522732039724571
6,0.3138315159341563
7,0.3362116705680239
8,0.25600464922794397
9,0.24845315300036167
10,0.24152046334052432
11,0.2709187122358792
12,0.24199566072311954
13,0.24263991134754126
14,0.24305871604145438
15,0.24684834966193075
