epoch,train_loss_mean
1,1.2504705261655045
2,0.39032270732349245
3,0.19156634087498853
4,0.16643403643958163
5,0.11495958862529285
6,0.07546607588343593
7,0.12076588363244968
8,0.06108089188194793
9,0.058206150525053825
10,0.06082806144115529
11,0.09942672545582974
12,0.07295018035844239
